item1,item2,value1,value2,value3,value4,value5,value6,value7
107年 3月,基隆市,47.7,18.9,28.5,2.43,0.37,12.52,54.47
107年 3月,澎湖縣,    ...,22.1,38,1.38,0.26,4.05,57.49
107年 3月,花蓮縣,27.4,12.7,32.5,1.58,0.29,6.36,50.64
107年 3月,臺東縣,106,10.6,30,1.27,0.31,5.64,40.86
107年 3月,屏東縣,54.9,22,53,2.48,0.31,9.1,71.3
107年 3月,嘉義縣,81.4,38.2,79.4,2.89,0.37,11.09,70.05
107年 3月,雲林縣,86.7,38.4,63.9,2.75,0.37,13.8,73.56
107年 3月,南投縣,37.2,29.1,60.3,2.12,0.4,14.84,69.63
107年 3月,彰化縣,60.6,35.5,64.2,3.41,0.44,13.88,58.72
107年 3月,苗栗縣,59.6,24.5,48.4,2.23,0.36,11.82,61.27
107年 3月,新竹縣,41.3,23.3,51.8,2.57,0.35,12.57,57.89
107年 3月,宜蘭縣,43.9,15.7,38.7,1.74,0.3,7.23,52.28
107年 3月,高雄市,81.5,28.6,68.7,3.91,0.42,16.7,73.94
107年 3月,臺南市,52.3,36.2,68.3,2.82,0.4,14.7,64.53
107年 3月,臺中市,43.2,27.3,54.8,2.53,0.46,17.45,67.68
107年 3月,桃園市,54,25.9,49.1,3.11,0.44,18.52,52.8
107年 3月,臺北市,24.8,19.3,40,2.3,0.54,20.97,50.76
107年 3月,新北市,41.3,23.6,42,2.61,0.45,16.4,53.65
107年 3月,總計,55.7,25.8,53.3,2.72,0.41,14.75,61.42
107年 2月,連江縣,    ...,30.1,65.4,2.31,0.35,5.96,58.81
107年 2月,金門縣,41.7,39.3,69.2,2.49,0.37,9.61,53.54
107年 2月,嘉義市,59.9,42.8,71.7,2.98,0.53,19.3,49.68
107年 2月,新竹市,115.9,29.9,52.1,    ...,0.46,16.25,45.85
107年 2月,基隆市,54.3,21.5,36.2,2.73,0.44,13.86,49.8
107年 2月,澎湖縣,    ...,23.3,47,1.69,0.32,4.35,54.03
107年 2月,花蓮縣,23.5,9.5,29.7,1.44,0.35,8.15,48.14
107年 2月,臺東縣,24.2,8.2,25.8,1.14,0.37,7.07,39
107年 2月,屏東縣,74.6,22.3,56.4,1.9,0.38,10.35,56.25
107年 2月,嘉義縣,46.6,38.1,80.4,2.6,0.41,11.79,55.29
107年 2月,雲林縣,54.5,41,66.1,2.64,0.43,14.71,54.08
107年 2月,南投縣,28.8,31.3,59.3,2.19,0.45,17.54,47.78
107年 2月,彰化縣,37.7,33.2,58.9,3.26,0.47,14.51,45.58
107年 2月,苗栗縣,41.1,25.1,47.7,1.91,0.39,12.28,47.45
107年 2月,新竹縣,35.7,23.3,52.5,2.28,0.39,11.31,48.91
107年 2月,宜蘭縣,44.3,11.3,35.5,1.44,0.35,7.42,49.34
107年 2月,高雄市,75.4,37.3,74,3.2,0.52,19.11,58.16
107年 2月,臺南市,87,40.7,74.3,2.4,0.46,16.17,51.98
107年 2月,臺中市,45.1,24.6,49.2,2.07,0.49,16.97,48.94
107年 2月,桃園市,48.3,26.7,52.5,3.32,0.45,16.17,47.91
107年 2月,臺北市,26.3,18,42.4,2.17,0.59,23.11,45.58
107年 2月,新北市,44.4,24.7,45.6,2.34,0.5,17,47.65
107年 2月,總計,52.3,27.1,55.6,2.44,0.46,15.49,50.51
107年 1月,連江縣,    ...,22.6,44.5,2.38,0.35,7.54,46.08
107年 1月,金門縣,63.4,26.9,56.3,3.66,0.37,12.73,46.95
107年 1月,嘉義市,93.8,31.6,64.9,3.49,0.52,20.36,46.21
107年 1月,新竹市,32.2,14.7,32.2,2.1,0.41,15.09,41.73
107年 1月,基隆市,39.2,10,21.3,1.87,0.33,10.24,45.43
107年 1月,澎湖縣,    ...,16,33.4,1.56,0.27,4.01,47.83
107年 1月,花蓮縣,26.7,7.6,24.2,1.65,0.33,8.72,43.52
107年 1月,臺東縣,29.9,6.1,21.6,1.21,0.33,5.93,36.47
107年 1月,屏東縣,115.1,20.6,58.5,2.41,0.39,11.92,61.09
107年 1月,嘉義縣,66.7,25,64,2.54,0.37,11.34,49.85
107年 1月,雲林縣,74.2,29.9,53,2.74,0.39,15.42,49.16
107年 1月,南投縣,25.8,25.4,55.5,2.09,0.48,18.86,47.89
107年 1月,彰化縣,59.3,23.2,42.4,3.36,0.42,14.23,41.5
107年 1月,苗栗縣,52.3,16.2,35.6,2.08,0.36,12.5,44.1
107年 1月,新竹縣,42.1,11,30.8,2.27,0.33,10.75,44.93
107年 1月,宜蘭縣,47.9,8.3,28.7,1.39,0.31,8.1,44.18
107年 1月,高雄市,84.8,31.8,75.9,3.53,0.53,21.81,59.35
107年 1月,臺南市,47.3,31.2,64.3,2.53,0.43,16.52,47.55
107年 1月,臺中市,43.3,19.8,40.3,2.14,0.44,17.18,46.15
107年 1月,桃園市,46.4,12.1,32.6,3.3,0.4,15.72,42.25
107年 1月,臺北市,34.1,7.5,25.1,2.19,0.46,18.89,41
107年 1月,新北市,47.9,11.1,28,2.18,0.4,14.16,43.43
107年 1月,總計,54.3,18.3,44.5,2.51,0.42,15.23,47.36
107年,連江縣,    ...,19.2,45.7,2.57,0.24,4.97,60.16
107年,金門縣,53.7,22.9,50.3,3.44,0.27,9.77,58.43
107年,嘉義市,56.4,24.5,54,3.45,0.38,13.93,59.51
107年,新竹市,46,17.9,35.5,2.04,0.37,13.37,48.94
107年,基隆市,41.3,13.2,26,2.32,0.3,10.35,52.66
107年,澎湖縣,63.1,14.6,30.7,1.71,0.21,3.59,52.74
107年,花蓮縣,24.8,9.2,27.6,1.63,0.25,5.9,43.68
107年,臺東縣,37.1,8.1,25.9,1.22,0.29,5.09,33.58
107年,屏東縣,59.3,15.7,43.7,2.23,0.28,8.08,60.73
107年,嘉義縣,57.5,22.1,61.5,2.7,0.3,9.53,57.57
107年,雲林縣,49.2,25,51.3,2.65,0.31,10.86,61.48
107年,南投縣,35.9,21.4,47.3,2.21,0.35,12.7,60.43
107年,彰化縣,44.6,21.3,47.2,3.5,0.35,11.22,53.06
107年,苗栗縣,45.5,17.6,39.4,2.42,0.3,9.83,53.82
107年,新竹縣,38.4,15.9,37.8,2.32,0.29,9.55,52.49
107年,宜蘭縣,36.7,10.6,31.1,1.93,0.27,6.48,47.25
107年,高雄市,59.4,21.7,55.9,3.68,0.37,14.28,61.63
107年,臺南市,53.6,22.9,55.7,2.65,0.33,11.74,55.08
107年,臺中市,42.8,19.1,40.3,2.47,0.38,13.96,58.66
107年,桃園市,44.5,17.1,39.3,3.5,0.36,14.48,52.8
107年,臺北市,31.9,12.5,32.5,2.4,0.44,17.75,51.49
107年,新北市,41.7,15.4,34.3,2.65,0.38,13.67,53.43
107年,總計,46.3,17.5,42.6,2.71,0.35,12.2,55.34
106年 12月,連江縣,    ...,26.6,58.4,2.9,0.35,7.66,57.45
106年 12月,金門縣,67,33.3,76.2,4.54,0.37,13.34,58.65
106年 12月,嘉義市,62.7,36.4,72.1,3.5,0.5,20.18,55.85
106年 12月,新竹市,12.6,16.6,38.6,2.49,0.38,14.01,45.98
106年 12月,基隆市,71.2,12.7,26.6,1.74,0.31,8.57,46.57
106年 12月,澎湖縣,    ...,17,40.9,1.55,0.27,3.96,51.02
106年 12月,花蓮縣,30.1,8.7,27.8,1.73,0.32,8.77,46.66
106年 12月,臺東縣,47.1,7.7,33.7,1.3,0.32,5.85,38.17
106年 12月,屏東縣,    ...,22.1,64.7,2.43,0.37,11.67,61.21
106年 12月,嘉義縣,78.6,28.7,84.1,2.86,0.36,12.12,55.72
106年 12月,雲林縣,90.7,39.3,75.3,2.87,0.38,14.84,54.94
106年 12月,南投縣,33.1,33.2,59.9,2.22,0.46,17.93,55.94
106年 12月,彰化縣,43.5,21.3,50.1,3.59,0.43,14.4,45.94
106年 12月,苗栗縣,50.6,17.5,42.7,2.17,0.34,11.6,48.79
106年 12月,新竹縣,29.2,12.7,37.1,2.28,0.31,9.41,49.44
106年 12月,宜蘭縣,14.6,10,34,1.51,0.3,7.38,46.45
106年 12月,高雄市,112.5,35.6,84.3,4.01,0.51,21.38,62.43
106年 12月,臺南市,49.3,32.6,79.1,2.95,0.42,16.55,55.6
106年 12月,臺中市,43.8,23,45.1,2.34,0.43,16.2,50.5
106年 12月,桃園市,78.8,15.7,39.8,3.32,0.38,14.81,45.93
106年 12月,臺北市,32,10.8,31.1,2.39,0.44,18.4,43.45
106年 12月,新北市,86.1,13.9,37.7,2.31,0.38,13.82,46
106年 12月,總計,61.3,21.2,53.4,2.73,0.4,14.78,51.46
106年 11月,連江縣,    ...,19.9,43.9,2.53,0.27,5.63,58.7
106年 11月,金門縣,69.2,23.2,58.5,4.55,0.32,11.91,59.53
106年 11月,嘉義市,84.9,27.3,68.3,3.61,0.47,19.44,61.86
106年 11月,新竹市,11.2,11.6,30.6,2.12,0.36,13.84,47.87
106年 11月,基隆市,63.5,9.6,19.5,1.74,0.28,9.41,44.4
106年 11月,澎湖縣,50,14.1,33.4,1.47,0.21,3.31,49.08
106年 11月,花蓮縣,30.9,5.7,20.3,1.61,0.28,7.53,42.74
106年 11月,臺東縣,44.7,5,28.4,1.19,0.28,5.06,33.48
106年 11月,屏東縣,    ...,21.5,65,2.61,0.35,10.83,70.64
106年 11月,嘉義縣,78.9,24.7,79,2.77,0.33,10.62,59.11
106年 11月,雲林縣,97.8,26.9,67.8,2.91,0.34,14.07,60.85
106年 11月,南投縣,53.9,19.8,57.6,2.15,0.42,16.44,65.76
106年 11月,彰化縣,48.6,14.8,47.1,3.32,0.37,12.73,49.12
106年 11月,苗栗縣,50.4,10.8,35.4,2.21,0.32,11.21,50.12
106年 11月,新竹縣,37.3,8,32.2,2.11,0.28,9.34,50.59
106年 11月,宜蘭縣,9.5,6.2,22.6,1.75,0.27,7.8,42.9
106年 11月,高雄市,101.1,33.4,83,4.18,0.48,19.96,75.01
106年 11月,臺南市,57,29.1,74.6,2.71,0.38,14.41,61.96
106年 11月,臺中市,36.5,14,39.5,2.18,0.38,15.2,55.31
106年 11月,桃園市,35.8,10.4,35.6,3.22,0.35,15.06,47.33
106年 11月,臺北市,26.9,7.6,23.3,2.37,0.46,18.52,42.25
106年 11月,新北市,19.4,10.2,28.9,2.25,0.36,13.53,45.76
106年 11月,總計,52,16.1,47.7,2.69,0.37,14.02,55.06
106年 10月,連江縣,    ...,16.6,42.8,2.35,0.23,3.76,64.34
106年 10月,金門縣,67.7,19.2,52.4,3.3,0.25,7.01,67.6
106年 10月,嘉義市,95.3,22.3,60.1,3.39,0.39,14.44,73.78
106年 10月,新竹市,11.6,16.1,34.8,2.24,0.29,10.64,53.36
106年 10月,基隆市,75,12.2,27.6,1.82,0.2,5.04,49.08
106年 10月,澎湖縣,66.9,15.5,37.5,1.7,0.19,2.94,52.27
106年 10月,花蓮縣,36.8,10.6,28.4,1.55,0.24,5.94,42.63
106年 10月,臺東縣,59.4,8.4,38.1,1.18,0.26,4.26,35.16
106年 10月,屏東縣,    ...,17,53.3,2.63,0.29,7.77,70.27
106年 10月,嘉義縣,71.9,21.4,70.7,2.8,0.29,9.24,71.24
106年 10月,雲林縣,92.8,23.8,67.2,2.8,0.3,11.35,72.34
106年 10月,南投縣,72.5,20.8,49.4,2.26,0.37,12.61,72.46
106年 10月,彰化縣,67.2,18.4,48.2,3.25,0.33,10.97,61.14
106年 10月,苗栗縣,28.9,15.7,38,1.92,0.28,8.32,59.61
106年 10月,新竹縣,54.9,14,31.5,2.04,0.23,6.77,53.34
106年 10月,宜蘭縣,35.8,10.8,36.1,1.56,0.24,6.61,46.1
106年 10月,高雄市,77,23.7,65.7,4.2,0.39,14.74,77.9
106年 10月,臺南市,52.7,21.6,63.4,2.84,0.34,11.67,70.81
106年 10月,臺中市,49.8,18.4,43.4,2.42,0.34,12.33,66.63
106年 10月,桃園市,58.7,14.1,38.9,3,0.3,12.23,48.8
106年 10月,臺北市,20.3,10.5,30.3,2.25,0.46,17.07,44.48
106年 10月,新北市,34,12.8,36.4,2.26,0.32,11.18,49.05
106年 10月,總計,53.3,16.4,46.6,2.66,0.33,11.17,60.33
106年 9月,連江縣,    ...,13.4,37.5,2.93,0.16,4.64,67.42
106年 9月,金門縣,45.6,17.2,41.4,3.47,0.21,7.14,65.64
106年 9月,嘉義市,49.2,19.9,46.4,3.6,0.34,10.71,71.52
106年 9月,新竹市,4.9,17.6,32.5,2.8,0.34,13.16,62.17
106年 9月,基隆市,38,15.7,24.4,2.55,0.28,10.4,60.83
106年 9月,澎湖縣,51.8,13,23.6,1.75,0.17,3.79,46.03
106年 9月,花蓮縣,54.3,9,23.8,1.76,0.19,4.28,36.8
106年 9月,臺東縣,23.6,7.7,26,1.3,0.26,4.3,27.79
106年 9月,屏東縣,    ...,12.1,38.7,2.61,0.22,6.18,61.74
106年 9月,嘉義縣,51.3,19.1,50.1,2.91,0.26,8.09,65.82
106年 9月,雲林縣,64.2,21.9,46.8,3.01,0.26,9.23,71.95
106年 9月,南投縣,53.2,22.3,44.8,2.64,0.31,10.09,74.37
106年 9月,彰化縣,    ...,22.2,45.4,3.88,0.3,9.91,60.53
106年 9月,苗栗縣,40.7,19.8,40.6,2.83,0.29,9.76,68.67
106年 9月,新竹縣,51,17.7,35.9,2.71,0.26,9.53,64.39
106年 9月,宜蘭縣,62.6,12.5,33.1,2.08,0.24,7.01,47.71
106年 9月,高雄市,64,17.1,43,4.48,0.28,10.63,65.09
106年 9月,臺南市,26.7,17.6,41.7,2.82,0.27,9.28,64.42
106年 9月,臺中市,53,22,42.2,3.36,0.36,13.58,71.93
106年 9月,桃園市,53.4,18.1,40.9,4.18,0.34,15.08,65.1
106年 9月,臺北市,21.4,16.3,34.5,3.54,0.53,19.85,64.86
106年 9月,新北市,42.1,17.9,36.2,3.65,0.35,14.07,66.85
106年 9月,總計,46,17,39.1,3.32,0.31,11.34,64.24
106年 8月,連江縣,    ...,13.8,36.3,3.13,0.11,4.95,56.11
106年 8月,金門縣,41,14.6,35.3,3.21,0.13,7.62,51.23
106年 8月,嘉義市,28.9,13.6,34.5,2.74,0.22,5.92,48.52
106年 8月,新竹市,7.3,13.2,24,2.47,0.3,10.92,45.44
106年 8月,基隆市,28.2,12.9,21.1,2.59,0.23,9.83,57.2
106年 8月,澎湖縣,36.4,9.4,18.2,1.18,0.14,4.33,30.66
106年 8月,花蓮縣,34.8,11.5,25.6,2.13,0.18,4.46,37.65
106年 8月,臺東縣,27.2,9.7,27.8,1.39,0.24,4.3,28.08
106年 8月,屏東縣,    ...,11.4,32.6,2.3,0.2,5.86,46.12
106年 8月,嘉義縣,29.7,12.6,34.5,2.39,0.2,6.69,44.23
106年 8月,雲林縣,29.6,14.6,33.1,2.32,0.19,6.74,50.07
106年 8月,南投縣,43.2,14.6,34.1,2.11,0.23,7.24,56.09
106年 8月,彰化縣,    ...,15.1,32.7,3.2,0.21,6.71,45.79
106年 8月,苗栗縣,43.6,13.2,31.1,2.64,0.23,7.49,53.62
106年 8月,新竹縣,40.1,13.9,28.6,2.2,0.21,8.09,49.96
106年 8月,宜蘭縣,50.9,13.8,35.2,2.27,0.22,6.6,44.77
106年 8月,高雄市,35.1,13.6,32.8,3.84,0.24,9.38,44.03
106年 8月,臺南市,29.6,11.6,32.6,2.17,0.22,7.41,43.47
106年 8月,臺中市,41.3,14.9,32.9,2.88,0.3,10.52,54.38
106年 8月,桃園市,48.3,13.2,34.2,3.4,0.26,11.89,54.46
106年 8月,臺北市,29.4,12.7,29.7,3.19,0.46,16.91,58.46
106年 8月,新北市,39.6,14.1,30.3,3.22,0.29,11.93,60.48
106年 8月,總計,36.1,13.1,31.6,2.87,0.26,9.48,50.58
106年 7月,連江縣,    ...,13.9,29.8,3.19,0.09,4.92,55.01
106年 7月,金門縣,27.8,9.4,23.3,2.81,0.09,6.2,38.82
106年 7月,嘉義市,46.6,11.1,35.3,3.1,0.24,7.14,61.59
106年 7月,新竹市,18.5,12.3,22.2,2.35,0.28,11.2,47.25
106年 7月,基隆市,38.9,10.3,19.1,2.73,0.22,9.34,44.74
106年 7月,澎湖縣,45.8,7.4,14.8,2.36,0.13,4.26,40.02
106年 7月,花蓮縣,33.7,4.8,17,1.53,0.12,3.11,23.72
106年 7月,臺東縣,16.7,4.6,18.6,1.3,0.21,3.59,19.83
106年 7月,屏東縣,    ...,8.4,28.8,1.92,0.16,5.34,51.02
106年 7月,嘉義縣,34.7,11.3,38.8,2.68,0.21,7.33,57.18
106年 7月,雲林縣,32.5,12.5,33.9,2.44,0.19,7.3,60.22
106年 7月,南投縣,28.8,12.4,30.9,2.03,0.23,7.42,61.63
106年 7月,彰化縣,27,12.1,33.7,3.44,0.2,7.01,49.85
106年 7月,苗栗縣,27.4,11.9,27.5,2.52,0.21,7.13,52.94
106年 7月,新竹縣,32.7,13.4,24.9,2.69,0.19,7.66,49.65
106年 7月,宜蘭縣,49.1,7.3,27.5,2.49,0.19,6.32,34.79
106年 7月,高雄市,42.4,10.6,34.6,4.09,0.23,9.52,53.44
106年 7月,臺南市,34.2,10.8,32,2.82,0.22,8.25,55.8
106年 7月,臺中市,37.9,12.3,27.5,2.91,0.26,10.81,56.29
106年 7月,桃園市,49.9,13.7,33.1,3.84,0.28,12.88,56.51
106年 7月,臺北市,45.5,11.5,25.8,2.99,0.48,17.32,55.45
106年 7月,新北市,31,13.1,27.1,3.39,0.33,13.41,58.87
106年 7月,總計,37.4,10.9,29.2,3.02,0.25,9.8,53.03
106年 6月,連江縣,    ...,12.6,28.3,2.36,0.16,4.38,58.26
106年 6月,金門縣,12.3,12.5,24.7,2.63,0.15,6.58,40.48
106年 6月,嘉義市,32,8.7,28.7,2.54,0.21,7.13,44.79
106年 6月,新竹市,7,11.7,21.4,1.91,0.32,11.34,43.89
106年 6月,基隆市,46,12.4,22.2,3.07,0.31,12.38,58.31
106年 6月,澎湖縣,43.7,8.3,16.4,2.43,0.16,4.97,31.18
106年 6月,花蓮縣,36.4,7.3,23.2,1.93,0.21,6.08,38.94
106年 6月,臺東縣,24.7,7.5,24.9,1.32,0.27,4.77,24.84
106年 6月,屏東縣,    ...,7.2,26.4,1.93,0.16,5.05,37.26
106年 6月,嘉義縣,35.7,10.3,34.6,2.09,0.19,6.53,41.37
106年 6月,雲林縣,30.1,10.1,29.3,2.11,0.18,7.03,44.22
106年 6月,南投縣,30.2,9,26.2,1.79,0.22,6.95,45.61
106年 6月,彰化縣,37.6,9.9,30.2,2.77,0.17,6.62,40.68
106年 6月,苗栗縣,30.1,9.5,23.9,2.25,0.19,6.84,46.26
106年 6月,新竹縣,31.5,10.5,24.7,1.98,0.21,8.13,44.54
106年 6月,宜蘭縣,50.1,8.5,28.4,2.32,0.24,7.51,44.7
106年 6月,高雄市,32.6,8.2,29.7,3.55,0.2,8.38,31.5
106年 6月,臺南市,29.5,8.9,27.1,2.37,0.2,7.21,36.95
106年 6月,臺中市,44.7,10,24.2,2.54,0.28,10.65,44.41
106年 6月,桃園市,51.4,13,31.9,3.37,0.3,13.03,50.4
106年 6月,臺北市,45.5,11.4,24.7,3.09,0.55,20.75,55.95
106年 6月,新北市,38,13.9,27.8,3.28,0.41,15.69,57.04
106年 6月,總計,36.7,10.2,27.2,2.73,0.27,10.3,44.73
106年 5月,連江縣,    ...,18.6,44.7,2.83,0.24,5.57,67.81
106年 5月,金門縣,49.2,24.3,49.5,3.67,0.26,9.52,62.8
106年 5月,嘉義市,56.6,20.9,50,3.57,0.37,12.6,64.75
106年 5月,新竹市,52.2,16.6,36.7,2.16,0.38,14.03,58.71
106年 5月,基隆市,49.4,13.6,24.3,2.03,0.3,10.14,56.74
106年 5月,澎湖縣,70.4,14.7,34.4,1.86,0.21,4.16,53.44
106年 5月,花蓮縣,28.6,9.8,23.8,1.71,0.24,6.21,50.23
106年 5月,臺東縣,34,8.2,24,1.27,0.29,4.73,33.82
106年 5月,屏東縣,    ...,13.3,38.7,2.42,0.24,6.92,65.18
106年 5月,嘉義縣,36.6,19.6,55.8,2.99,0.29,8.06,68.54
106年 5月,雲林縣,38.6,23.3,48.5,3.19,0.31,11.37,68.32
106年 5月,南投縣,47.5,19,46.2,2.35,0.35,11.85,66.49
106年 5月,彰化縣,71.9,19.4,46.7,3.63,0.34,11.85,64.29
106年 5月,苗栗縣,58.4,16.5,38,2.62,0.32,10.74,59.37
106年 5月,新竹縣,64.8,15.5,36.4,2.76,0.3,10.18,56.16
106年 5月,宜蘭縣,42.6,11.1,30,1.83,0.26,7.24,49.91
106年 5月,高雄市,62.9,18,46.6,4.37,0.31,11.99,67.71
106年 5月,臺南市,40.2,18.9,47.8,2.99,0.31,10.22,62.61
106年 5月,臺中市,46.1,17.8,40,2.95,0.39,15.58,68.76
106年 5月,桃園市,65.3,16,41,3.66,0.37,15.59,60.77
106年 5月,臺北市,48.4,12.7,33,3.12,0.45,18.6,57.03
106年 5月,新北市,44.9,15.1,35.1,3.19,0.38,14.64,58.84
106年 5月,總計,50.6,16.3,40.3,3.1,0.34,12.2,61.73
106年 4月,連江縣,    ...,28.6,55.1,2.93,0.32,8.72,71.03
106年 4月,金門縣,41.3,32.7,62.7,4.22,0.31,14.23,59.7
106年 4月,嘉義市,56.1,31.9,55.5,3.77,0.43,13.81,67.46
106年 4月,新竹市,93.3,26.5,47,2.1,0.48,16.41,63.27
106年 4月,基隆市,62,21.1,30.9,2.51,0.43,14.6,66.17
106年 4月,澎湖縣,37.5,17.9,37.1,1.96,0.24,4.61,58.06
106年 4月,花蓮縣,32,14.9,34.5,1.67,0.28,6.65,54.93
106年 4月,臺東縣,39.9,10.9,30.3,1.2,0.34,5.42,38.31
106年 4月,屏東縣,    ...,17.2,45,2.36,0.29,8.61,66.82
106年 4月,嘉義縣,88.5,29.1,62.1,2.94,0.34,9.74,68.52
106年 4月,雲林縣,88.8,33.4,55,2.73,0.35,12.12,69.49
106年 4月,南投縣,68.9,28.5,55.6,2.29,0.4,13.66,66.18
106年 4月,彰化縣,55.8,27.4,53.7,3.34,0.38,12.44,64.53
106年 4月,苗栗縣,38.4,24.5,44.3,2.26,0.35,11,64.15
106年 4月,新竹縣,66.4,23.3,44,2.87,0.35,11.55,62.1
106年 4月,宜蘭縣,45,17.7,40.2,1.88,0.32,9,59.44
106年 4月,高雄市,32.1,21.6,51.4,4.11,0.37,14,66.32
106年 4月,臺南市,82.5,28.2,53.7,2.82,0.37,12.63,63.09
106年 4月,臺中市,26,26.3,47,2.96,0.43,16.79,66.37
106年 4月,桃園市,92.7,29.1,51.2,3.73,0.46,18.32,66.3
106年 4月,臺北市,56.1,21.6,41.6,2.79,0.61,24.17,62.26
106年 4月,新北市,45.2,25.2,46.5,3.05,0.53,19.39,65.76
106年 4月,總計,54.9,24.3,48.2,2.99,0.42,14.74,64.52
106年 3月,連江縣,    ...,22.7,48.6,2.57,0.35,7.08,68.73
106年 3月,金門縣,94.7,38.3,74.7,4.93,0.39,14.7,60.44
106年 3月,嘉義市,101,37.8,76.1,3.64,0.55,18.75,65.98
106年 3月,新竹市,70.2,26.5,50.1,2.46,0.47,18.86,57.26
106年 3月,基隆市,50.6,21.6,29.8,2.88,0.42,14.94,60.39
106年 3月,澎湖縣,    ...,19.4,41.2,1.43,0.28,3.66,58.24
106年 3月,花蓮縣,24.3,12.6,33.2,1.47,0.37,9.05,56.12
106年 3月,臺東縣,29,10.9,27.6,0.99,0.39,6.27,41.24
106年 3月,屏東縣,    ...,23.8,60.6,2.71,0.38,10.11,72.24
106年 3月,嘉義縣,69.1,32.7,80.4,3.22,0.41,12.01,68.93
106年 3月,雲林縣,68.7,38.4,66.6,3.37,0.42,15.03,69.76
106年 3月,南投縣,69,33.8,69.6,2.79,0.48,18.85,67.88
106年 3月,彰化縣,83.6,29.7,60.7,3.74,0.45,16.13,63.33
106年 3月,苗栗縣,58.5,24.6,51.2,2.25,0.39,13.73,56.79
106年 3月,新竹縣,66.9,22.9,48.1,2.59,0.39,13.78,56.84
106年 3月,宜蘭縣,34.4,16.2,37.7,1.69,0.35,9.52,56.93
106年 3月,高雄市,109,34.5,75.2,4.44,0.49,18.84,70.23
106年 3月,臺南市,66.6,33.8,74.7,3.15,0.47,16.19,68.11
106年 3月,臺中市,65.1,25.5,54,2.53,0.46,18.83,64.16
106年 3月,桃園市,61.2,27.6,50.9,3.37,0.46,19.27,60.2
106年 3月,臺北市,60.7,21.1,41.5,2.6,0.59,24.9,55.56
106年 3月,新北市,39.2,26,44.9,2.74,0.51,18.93,59.45
106年 3月,總計,67.5,26.4,56.3,3,0.46,16.72,62.91
106年 2月,連江縣,    ...,34.2,52.1,2.47,0.33,6.31,60.07
106年 2月,金門縣,52.7,34.4,60.2,3.12,0.37,10.91,57.07
106年 2月,嘉義市,115.8,42.3,74.7,3.32,0.54,16.74,56.51
106年 2月,新竹市,85,24.7,50,2.14,0.4,15.55,49.29
106年 2月,基隆市,73.1,18.2,28.3,2.07,0.37,10.93,53.23
106年 2月,澎湖縣,    ...,23.2,48.7,1.5,0.28,3.29,51.8
106年 2月,花蓮縣,39.4,13.9,30,1.59,0.34,7.87,49.6
106年 2月,臺東縣,35,11.6,27.2,1.11,0.35,5.66,37.61
106年 2月,屏東縣,    ...,26.8,64.4,2.74,0.4,11.74,67.63
106年 2月,嘉義縣,110.4,34.3,82,3.02,0.37,10.94,59.25
106年 2月,雲林縣,92.1,41.4,65.5,2.88,0.39,13.75,58.42
106年 2月,南投縣,55.5,28.6,65,2.54,0.46,17.16,59.71
106年 2月,彰化縣,76.3,29.2,58,3.19,0.42,14.33,51.67
106年 2月,苗栗縣,61.6,23.8,45,2.01,0.35,11.4,50.12
106年 2月,新竹縣,67.5,20.7,41.4,2.35,0.34,10.46,50.8
106年 2月,宜蘭縣,52.5,16,37.7,1.6,0.32,7.74,48.5
106年 2月,高雄市,100.8,41.5,82.4,4.26,0.51,20.88,65.42
106年 2月,臺南市,84.8,39.1,77.5,2.69,0.45,15.44,58.29
106年 2月,臺中市,52.6,25.8,49.6,2.33,0.42,16.34,54.4
106年 2月,桃園市,71.7,21,45.9,2.86,0.39,15.09,51.43
106年 2月,臺北市,58.9,15.9,35.6,2.28,0.5,20.34,47.46
106年 2月,新北市,64.4,19,41.2,2.35,0.43,15.14,50.36
106年 2月,總計,74.3,26.3,55.1,2.69,0.42,14.88,55
106年 1月,連江縣,    ...,25.1,48.7,2.74,0.34,5.64,54.05
106年 1月,金門縣,80.3,32.7,65.8,3.64,0.41,12.02,52.52
106年 1月,嘉義市,112.8,38.5,74.5,4.13,0.56,17.23,60.53
106年 1月,新竹市,56.7,18.5,45.7,2.37,0.42,15.24,43.92
106年 1月,基隆市,53.1,12.5,25.8,1.94,0.37,10.2,46.71
106年 1月,澎湖縣,    ...,22.3,50.2,1.7,0.26,2.67,46.33
106年 1月,花蓮縣,20.1,9.2,26.1,1.48,0.34,8.1,46.63
106年 1月,臺東縣,51.4,7.5,24.7,1.15,0.35,5.84,35.35
106年 1月,屏東縣,    ...,26.6,66,2.77,0.41,12.5,71.57
106年 1月,嘉義縣,83.5,31.4,78.1,3.14,0.38,11.76,57.35
106年 1月,雲林縣,93.6,37.2,60.6,3.19,0.41,14.59,58.17
106年 1月,南投縣,64.2,28.7,63.3,2.54,0.48,17.81,63.85
106年 1月,彰化縣,61.5,25.9,53.7,3.43,0.42,14.36,47.93
106年 1月,苗栗縣,    ...,18.4,44.8,2.24,0.36,11.48,46.27
106年 1月,新竹縣,63.3,15.6,38.8,2.29,0.34,9.88,46.26
106年 1月,宜蘭縣,53.3,11.3,35.2,1.88,0.32,8.1,45.07
106年 1月,高雄市,98.2,40.3,83.6,4.36,0.53,21.97,71.36
106年 1月,臺南市,86.7,36,75.3,3.04,0.46,16.69,60.59
106年 1月,臺中市,49.3,21.7,46.4,2.13,0.43,15.52,51.16
